학생ID,이름,학기,국어_중간고사,국어_기말고사,수학_중간고사,수학_기말고사,영어_중간고사,영어_기말고사,과학_중간고사,과학_기말고사
383,최도윤,2,79,98,74,66,83,76,100,70
383,최도윤,3,81,72,68,75,75,61,71,85
383,최도윤,4,87,64,72,89,63,80,80,97
383,최도윤,5,73,82,77,60,86,78,74,70
383,최도윤,6,86,71,98,80,96,97,60,76
384,윤수아,1,99,72,64,60,86,86,73,72
384,윤수아,2,90,70,99,64,93,98,62,67
384,윤수아,3,97,79,90,98,81,62,95,96
384,윤수아,4,69,62,99,69,100,100,75,82
384,윤수아,5,64,77,97,99,94,69,70,61
384,윤수아,6,79,84,74,64,73,80,82,89
385,이도윤,1,85,60,75,79,83,95,72,71
385,이도윤,2,94,98,76,63,94,100,85,93
385,이도윤,3,65,70,98,82,72,87,91,63
385,이도윤,4,82,94,85,76,60,78,96,72
385,이도윤,5,99,96,95,87,96,96,97,73
385,이도윤,6,99,99,99,70,62,78,80,93
386,조서연,1,61,65,74,79,82,91,71,81
386,조서연,2,75,61,96,91,88,69,89,61
386,조서연,3,63,74,60,76,99,61,100,87
386,조서연,4,95,69,69,81,73,86,72,80
386,조서연,5,91,91,61,94,65,66,66,66
386,조서연,6,87,71,90,92,83,86,62,100
387,박민준,1,99,91,95,92,98,75,89,83
387,박민준,2,93,72,67,63,73,84,71,63
387,박민준,3,94,92,85,69,100,84,95,76
387,박민준,4,68,80,100,63,78,67,93,92
387,박민준,5,86,63,95,95,79,73,70,92
387,박민준,6,81,85,73,100,60,61,68,71
388,강예준,1,90,80,68,62,85,97,64,64
388,강예준,2,78,65,99,98,67,76,71,74
388,강예준,3,76,94,66,67,90,62,81,86
388,강예준,4,67,75,92,93,81,71,83,76
388,강예준,5,80,100,87,77,85,98,75,83
388,강예준,6,64,97,86,70,68,97,75,94
389,정예준,1,63,60,73,71,73,94,69,94
389,정예준,2,79,64,79,84,73,79,76,94
389,정예준,3,71,97,73,86,63,64,82,69
389,정예준,4,63,85,60,68,60,90,69,87
389,정예준,5,74,79,64,91,70,88,66,78
389,정예준,6,82,88,64,83,61,74,81,64
390,최도윤,1,98,70,84,95,66,66,96,98
390,최도윤,2,85,74,63,76,85,89,79,78
390,최도윤,3,72,98,68,100,77,61,73,86
390,최도윤,4,62,84,80,78,93,83,74,99
390,최도윤,5,91,93,79,70,75,65,88,83
390,최도윤,6,86,61,73,94,81,97,75,97
391,김서준,1,73,61,77,79,60,83,84,84
391,김서준,2,100,77,66,81,90,77,91,87
391,김서준,3,65,75,96,72,81,99,79,60
391,김서준,4,90,96,98,75,93,79,84,69
391,김서준,5,75,93,75,82,62,94,89,93
391,김서준,6,66,90,93,85,79,83,64,95
392,조민준,1,66,95,65,87,60,92,92,83
392,조민준,2,71,69,94,72,63,69,70,90
392,조민준,3,72,68,71,95,79,64,84,92
392,조민준,4,100,93,92,82,82,98,72,68
392,조민준,5,74,78,73,67,66,95,74,70
392,조민준,6,65,83,76,100,77,95,93,88
393,장예준,1,71,96,90,99,89,88,70,75
393,장예준,2,91,86,63,81,72,93,65,72
393,장예준,3,60,93,61,95,89,71,98,69
393,장예준,4,62,67,71,87,96,69,92,100
393,장예준,5,81,97,97,67,73,74,96,90
393,장예준,6,81,95,64,82,99,81,60,86
394,조도윤,1,73,86,77,82,88,97,92,96
394,조도윤,2,78,95,96,91,61,89,100,93
394,조도윤,3,96,98,90,65,65,81,84,82
394,조도윤,4,68,73,92,85,89,66,99,81
394,조도윤,5,97,63,100,68,71,74,97,79
394,조도윤,6,94,98,67,91,95,63,99,64
395,정민준,1,63,80,85,72,71,97,79,87
395,정민준,2,67,94,75,63,79,82,96,66
395,정민준,3,87,94,93,91,76,65,63,76
395,정민준,4,72,84,62,70,79,97,89,92
395,정민준,5,88,88,99,63,89,92,73,62
395,정민준,6,62,83,83,83,89,65,80,84
396,정민준,1,71,100,65,72,63,85,91,79
396,정민준,2,81,94,73,100,68,86,97,97
396,정민준,3,98,85,70,89,78,83,86,75
396,정민준,4,75,60,87,96,65,88,92,67
396,정민준,5,80,69,61,86,87,79,74,82
396,정민준,6,60,72,67,81,84,68,66,87
397,박지우,1,99,65,94,85,86,77,76,86
397,박지우,2,63,97,92,77,88,61,77,64
397,박지우,3,80,84,78,78,88,71,67,92
397,박지우,4,94,79,87,82,81,89,77,73
397,박지우,5,77,98,69,95,97,100,63,88
397,박지우,6,87,91,93,88,93,77,69,96
398,정하은,1,97,62,69,98,77,77,73,96
398,정하은,2,66,93,73,77,94,66,96,75
398,정하은,3,88,83,81,94,70,63,79,83
398,정하은,4,60,81,85,98,61,70,92,66
398,정하은,5,63,66,69,89,82,96,88,81
398,정하은,6,97,80,97,99,76,84,81,96
399,임지민,1,98,60,89,78,73,100,95,63
399,임지민,2,97,76,86,69,99,66,78,74
399,임지민,3,98,74,83,63,82,68,82,70
399,임지민,4,64,72,66,97,95,91,67,99
399,임지민,5,87,93,79,92,98,86,96,65
399,임지민,6,84,68,85,72,64,88,62,72
400,정도윤,1,76,61,70,75,98,85,66,91
400,정도윤,2,94,62,88,67,96,82,94,78
400,정도윤,3,70,60,66,100,62,79,80,78
400,정도윤,4,67,68,65,99,85,98,88,60
400,정도윤,5,78,84,92,97,94,91,92,60
400,정도윤,6,89,95,67,98,90,97,75,99
401,최하은,1,76,93,74,99,85,61,75,100
401,최하은,2,93,81,99,97,77,76,74,92
401,최하은,3,60,66,65,83,64,87,65,83
401,최하은,4,85,87,83,65,88,64,75,66
401,최하은,5,60,78,97,90,67,73,85,93
401,최하은,6,67,78,86,81,82,91,98,71
402,임서연,1,71,83,75,70,73,90,83,79
402,임서연,2,90,80,93,99,77,96,83,68
402,임서연,3,61,68,86,83,95,69,81,78
402,임서연,4,93,74,83,72,69,90,61,68
402,임서연,5,76,85,94,93,83,87,61,67
402,임서연,6,94,61,89,93,62,79,76,95
403,정민준,1,99,92,93,69,61,82,78,67
403,정민준,2,95,97,65,77,97,86,83,99
403,정민준,3,76,62,72,93,70,87,75,69
403,정민준,4,87,100,67,99,98,77,62,67
403,정민준,5,96,75,75,84,74,66,79,60
403,정민준,6,63,65,97,87,87,93,84,66
404,임서연,1,92,85,72,80,80,90,92,81
404,임서연,2,68,92,73,70,80,84,75,73
404,임서연,3,71,74,87,76,68,96,100,67
404,임서연,4,95,75,97,99,66,84,60,89
404,임서연,5,66,69,68,99,85,89,95,80
404,임서연,6,82,96,91,76,74,74,84,72
405,최수아,1,84,65,95,71,65,88,88,76
405,최수아,2,83,84,67,96,88,74,70,92
405,최수아,3,84,100,82,79,72,63,90,61
405,최수아,4,76,78,60,78,90,64,64,91
405,최수아,5,62,75,74,68,66,62,76,78
405,최수아,6,94,80,83,95,70,70,68,92
406,최서준,1,85,81,92,70,93,78,85,67
406,최서준,2,75,80,75,77,89,85,68,63
406,최서준,3,96,81,78,91,66,100,83,85
406,최서준,4,97,67,78,93,97,100,73,100
406,최서준,5,66,60,85,95,61,87,93,67
406,최서준,6,80,68,66,95,70,79,90,91
407,김하은,1,80,62,95,65,69,80,75,79
407,김하은,2,83,65,73,97,99,92,95,76
407,김하은,3,84,85,94,96,92,76,63,91
407,김하은,4,62,66,86,64,92,63,79,84
407,김하은,5,80,69,63,69,83,90,88,66
407,김하은,6,87,75,96,67,82,100,71,71
408,박지우,1,77,87,85,90,86,97,100,72
408,박지우,2,72,63,80,97,77,90,76,99
408,박지우,3,86,67,88,85,86,92,70,84
408,박지우,4,81,90,90,84,61,70,76,97
408,박지우,5,65,74,92,65,95,99,83,81
408,박지우,6,74,84,96,69,95,73,83,78
409,이예준,1,71,79,80,95,98,85,73,100
409,이예준,2,100,98,70,99,81,75,99,97
409,이예준,3,86,87,97,94,84,95,74,67
409,이예준,4,92,97,90,63,87,71,92,97
409,이예준,5,69,80,97,87,62,73,96,95
409,이예준,6,82,61,91,61,69,75,72,63
410,강은서,1,65,69,81,66,62,97,78,80
410,강은서,2,76,86,64,74,61,99,86,92
410,강은서,3,98,82,94,98,72,97,67,67
410,강은서,4,84,86,74,88,97,78,71,87
410,강은서,5,76,100,79,97,100,63,63,85
410,강은서,6,74,65,80,81,60,60,76,73
411,장은서,1,76,87,63,88,94,74,83,67
411,장은서,2,99,96,75,84,80,66,84,77
411,장은서,3,69,69,64,89,91,70,100,98
411,장은서,4,88,92,76,80,89,62,93,65
411,장은서,5,90,64,99,72,70,66,61,75
411,장은서,6,78,65,88,84,60,75,100,94
412,윤수아,1,92,84,79,99,99,99,62,90
412,윤수아,2,86,99,75,100,67,66,62,76
412,윤수아,3,66,83,63,100,61,87,88,84
412,윤수아,4,61,94,77,99,88,64,81,94
412,윤수아,5,93,84,91,100,86,94,86,79
412,윤수아,6,74,92,68,81,89,71,76,87
413,김서연,1,89,86,74,65,92,76,71,99
413,김서연,2,81,61,78,98,88,62,85,94
413,김서연,3,95,85,62,93,73,100,87,96
413,김서연,4,83,78,78,92,98,62,61,66
413,김서연,5,61,60,82,88,98,84,60,61
413,김서연,6,87,81,89,69,95,87,92,89
414,윤도윤,1,83,73,100,80,73,69,92,81
414,윤도윤,2,73,94,62,83,63,88,73,81
414,윤도윤,3,84,94,81,71,61,89,63,71
414,윤도윤,4,89,64,67,89,60,78,85,97
414,윤도윤,5,89,100,63,61,66,70,93,75
414,윤도윤,6,94,60,87,63,79,71,99,60
415,김수아,1,97,63,91,91,93,63,82,89
415,김수아,2,93,81,84,76,84,77,66,64
415,김수아,3,97,90,82,64,89,91,90,92
415,김수아,4,75,91,71,62,83,97,82,67
415,김수아,5,91,86,64,86,98,68,96,86
415,김수아,6,64,84,80,80,93,68,97,63
416,김서준,1,91,64,82,81,79,84,83,71
416,김서준,2,95,78,76,64,92,69,64,77
416,김서준,3,98,83,82,95,100,93,85,66
416,김서준,4,68,66,85,89,90,62,78,91
416,김서준,5,72,75,69,60,72,62,71,66
416,김서준,6,94,65,61,90,91,84,69,98
417,정수아,1,76,70,86,77,68,79,76,65
417,정수아,2,86,69,79,85,83,82,89,76
417,정수아,3,67,96,93,86,85,73,67,79
417,정수아,4,65,71,76,77,70,71,65,68
417,정수아,5,62,96,72,61,70,64,81,97
417,정수아,6,84,88,98,88,71,66,67,83
418,강은서,1,74,78,67,77,73,92,93,86
418,강은서,2,68,66,85,66,79,74,64,61
418,강은서,3,78,96,64,98,90,62,65,95
418,강은서,4,70,85,99,73,80,84,100,75
418,강은서,5,73,67,82,86,99,90,68,87
418,강은서,6,70,75,97,95,99,60,90,97
419,조지민,1,79,91,70,67,70,68,78,90
419,조지민,2,73,65,98,75,78,92,86,78
419,조지민,3,85,76,79,100,79,73,82,88
419,조지민,4,86,95,95,86,73,60,65,75
419,조지민,5,67,81,65,73,77,77,99,66
419,조지민,6,67,81,65,95,60,69,66,62
420,조서준,1,78,92,64,81,62,73,69,95
420,조서준,2,86,92,98,88,65,64,91,63
420,조서준,3,68,77,89,80,98,97,71,73
420,조서준,4,72,80,92,73,91,94,80,75
420,조서준,5,79,70,81,86,81,93,92,63
420,조서준,6,97,79,85,77,63,78,77,99
421,임지민,1,97,93,61,62,60,93,79,91
421,임지민,2,67,78,88,95,79,98,75,80
421,임지민,3,78,60,60,77,83,87,64,97
421,임지민,4,78,68,63,77,99,71,92,97
421,임지민,5,83,78,61,95,99,98,100,60
421,임지민,6,68,94,75,87,93,67,89,71
422,최서준,1,89,81,66,67,90,100,76,83
422,최서준,2,67,63,95,78,69,61,67,84
422,최서준,3,99,87,72,85,82,93,96,76
422,최서준,4,83,92,65,84,73,76,69,86
422,최서준,5,90,65,93,74,67,82,81,78
422,최서준,6,95,66,100,64,80,80,69,87
423,임지민,1,92,96,87,84,82,97,86,72
423,임지민,2,72,61,80,85,72,68,90,81
423,임지민,3,95,71,64,60,99,99,84,79
423,임지민,4,98,60,93,61,91,69,66,97
423,임지민,5,79,99,90,86,99,74,81,88
423,임지민,6,91,95,69,64,95,85,89,75
424,최도윤,1,81,91,61,64,72,95,99,73
424,최도윤,2,80,90,92,70,85,96,77,83
424,최도윤,3,91,74,63,67,78,94,62,62
424,최도윤,4,96,86,60,72,92,76,86,66
424,최도윤,5,61,89,93,76,62,69,85,98
424,최도윤,6,69,71,65,65,64,93,74,77
425,강서연,1,75,89,71,74,69,97,82,88
425,강서연,2,79,86,61,75,92,97,94,63
425,강서연,3,65,100,100,63,84,94,85,61
425,강서연,4,66,71,67,80,94,70,68,61
425,강서연,5,97,94,71,64,78,79,89,61
425,강서연,6,74,95,94,66,83,97,85,98
426,임수아,1,93,76,71,91,89,95,93,78
426,임수아,2,81,99,89,85,76,90,94,74
426,임수아,3,87,96,62,67,100,64,78,86
426,임수아,4,97,98,84,97,65,98,81,88
426,임수아,5,88,62,79,86,74,63,80,68
426,임수아,6,82,63,84,63,65,77,80,79
427,윤하은,1,85,71,73,85,81,67,86,61
427,윤하은,2,75,83,77,95,63,61,65,89
427,윤하은,3,69,85,82,93,68,75,60,98
427,윤하은,4,91,90,71,64,86,75,75,94
427,윤하은,5,66,69,90,93,85,86,66,92
427,윤하은,6,93,97,86,96,64,73,81,92
428,박서준,1,70,95,82,79,72,82,68,81
428,박서준,2,79,83,93,79,82,79,79,82
428,박서준,3,98,93,78,92,85,81,79,77
428,박서준,4,80,78,98,72,80,80,90,89
428,박서준,5,87,82,78,95,87,73,68,73
428,박서준,6,83,83,98,83,64,78,89,95
429,강은서,1,61,96,93,85,74,90,91,82
429,강은서,2,88,85,70,85,81,65,69,70
429,강은서,3,79,88,90,93,64,79,87,91
429,강은서,4,61,80,82,96,64,71,75,70
429,강은서,5,97,65,92,100,64,89,78,73
429,강은서,6,82,82,65,76,95,60,73,65
430,장수아,1,70,91,66,97,90,77,81,71
430,장수아,2,67,71,91,80,99,73,100,76
430,장수아,3,79,74,84,92,88,71,91,76
430,장수아,4,84,91,92,83,94,96,90,60
430,장수아,5,88,80,70,85,92,74,96,96
430,장수아,6,85,79,95,72,88,87,80,91
431,최예준,1,95,97,70,91,97,63,88,89
431,최예준,2,87,91,69,84,94,74,99,79
431,최예준,3,85,92,73,72,93,72,60,83
431,최예준,4,91,91,70,64,93,88,88,68
431,최예준,5,90,88,61,65,95,99,65,98
431,최예준,6,62,97,63,79,98,62,62,65
432,윤서준,1,95,85,66,92,81,70,76,82
432,윤서준,2,91,73,86,86,92,85,77,79
432,윤서준,3,85,98,77,63,78,88,71,69
432,윤서준,4,65,79,72,85,70,68,99,61
432,윤서준,5,94,87,94,78,85,61,72,79
432,윤서준,6,98,79,76,64,70,83,81,61
433,강예준,1,77,79,66,96,62,85,99,94
433,강예준,2,95,77,87,99,73,61,65,70
433,강예준,3,94,89,67,92,75,82,79,67
433,강예준,4,69,88,68,63,66,78,82,92
433,강예준,5,71,100,86,98,64,79,83,86
433,강예준,6,83,86,79,70,93,74,76,70
434,박하은,1,60,61,65,77,69,93,96,92
434,박하은,2,66,99,83,81,74,91,64,72
434,박하은,3,74,100,91,93,80,92,71,72
434,박하은,4,66,100,71,72,72,77,60,68
434,박하은,5,73,97,95,75,60,100,64,82
434,박하은,6,89,75,98,89,98,77,69,97
435,강하은,1,85,85,86,86,84,85,79,72
435,강하은,2,78,68,90,71,93,97,72,85
435,강하은,3,71,87,63,73,99,71,89,87
435,강하은,4,74,66,98,78,93,66,89,60
435,강하은,5,97,78,82,64,74,98,90,97
435,강하은,6,75,79,98,96,77,82,67,87
436,조민준,1,96,97,72,66,98,80,73,89
436,조민준,2,71,80,76,61,62,84,75,65
436,조민준,3,65,60,81,91,71,96,68,68
436,조민준,4,61,62,97,74,87,96,64,94
436,조민준,5,65,74,97,60,97,66,96,97
436,조민준,6,74,94,70,76,78,89,92,77
437,이은서,1,63,93,77,79,96,89,73,87
437,이은서,2,97,75,100,67,99,67,68,87
437,이은서,3,100,96,61,72,75,89,75,67
437,이은서,4,91,67,93,62,78,75,93,77
437,이은서,5,72,70,82,62,65,67,93,71
437,이은서,6,64,99,82,88,69,85,96,66
438,이서연,1,98,77,62,96,70,69,89,62
438,이서연,2,60,64,82,93,84,100,79,81
438,이서연,3,82,64,67,67,98,89,64,84
438,이서연,4,85,82,74,96,88,81,92,99
438,이서연,5,87,100,62,93,74,85,96,84
438,이서연,6,78,100,95,66,71,77,88,81
439,조서준,1,92,97,70,84,99,61,98,96
439,조서준,2,64,85,64,79,82,60,100,85
439,조서준,3,92,90,74,65,81,72,98,69
439,조서준,4,65,70,89,90,78,80,93,83
439,조서준,5,84,65,63,70,77,68,94,72
439,조서준,6,63,91,60,87,93,74,80,93
440,김수아,1,78,68,70,66,97,91,84,95
440,김수아,2,80,71,77,74,65,75,64,74
440,김수아,3,77,81,62,65,71,93,76,80
440,김수아,4,83,78,90,80,85,82,83,61
440,김수아,5,91,72,73,94,68,96,85,81
440,김수아,6,72,74,82,96,72,97,61,63
441,이은서,1,63,62,61,91,82,97,89,81
441,이은서,2,98,63,93,79,97,61,88,94
441,이은서,3,66,71,93,76,84,86,72,100
441,이은서,4,91,78,97,72,68,63,96,74
441,이은서,5,92,87,71,94,83,64,80,83
441,이은서,6,95,65,77,96,86,100,71,94
442,이도윤,1,69,99,71,68,73,77,98,67
442,이도윤,2,62,62,85,82,73,83,90,88
442,이도윤,3,93,62,77,64,76,79,93,98
442,이도윤,4,64,90,63,98,84,62,92,70
442,이도윤,5,88,64,96,77,97,96,75,96
442,이도윤,6,90,77,85,85,86,85,81,65
443,최예준,1,69,72,87,96,63,61,73,69
443,최예준,2,99,87,75,65,90,82,76,64
443,최예준,3,60,90,77,72,73,86,87,76
443,최예준,4,71,72,92,89,93,98,76,77
443,최예준,5,83,85,82,67,80,85,78,80
443,최예준,6,100,80,77,83,100,88,74,85
444,정서연,1,61,90,94,94,81,83,70,62
444,정서연,2,84,62,83,82,60,78,92,73
444,정서연,3,63,79,88,62,77,77,85,98
444,정서연,4,70,94,71,77,86,100,70,77
444,정서연,5,95,69,62,88,64,71,65,86
444,정서연,6,90,82,94,83,87,73,77,61
445,윤예준,1,75,92,97,76,89,98,91,74
445,윤예준,2,90,97,97,62,71,94,64,65
445,윤예준,3,73,85,82,78,88,61,72,95
445,윤예준,4,99,69,85,74,72,72,64,91
445,윤예준,5,61,97,69,84,86,64,85,62
445,윤예준,6,98,91,97,67,94,99,70,89
446,이하은,1,74,86,84,81,61,73,70,98
446,이하은,2,78,87,70,84,68,96,63,77
446,이하은,3,81,70,97,87,70,100,68,86
446,이하은,4,98,82,72,88,89,91,93,63
446,이하은,5,69,83,98,68,66,90,95,61
446,이하은,6,80,79,89,81,88,86,96,72
447,정수아,1,60,74,78,89,61,78,69,84
447,정수아,2,96,95,75,70,89,91,87,64
447,정수아,3,78,72,62,90,87,65,96,82
447,정수아,4,79,71,83,67,74,94,72,68
447,정수아,5,80,89,86,78,69,70,86,72
447,정수아,6,85,79,82,82,72,99,80,92
448,이서준,1,61,74,98,62,77,67,65,98
448,이서준,2,93,70,85,63,61,83,69,87
448,이서준,3,90,70,68,63,62,88,93,91
448,이서준,4,77,87,80,64,63,79,76,95
448,이서준,5,66,85,90,72,81,60,91,63
448,이서준,6,81,64,90,96,64,68,92,67
449,박도윤,1,85,79,99,72,80,87,81,60
449,박도윤,2,90,92,72,77,83,87,86,80
449,박도윤,3,85,72,85,63,100,73,91,79
449,박도윤,4,72,68,87,85,67,64,80,85
449,박도윤,5,84,78,65,69,69,80,95,98
449,박도윤,6,90,79,66,64,61,87,87,62
450,윤지민,1,92,70,99,79,100,86,74,80
450,윤지민,2,63,61,70,88,69,76,71,69
450,윤지민,3,82,66,93,92,93,98,75,81
450,윤지민,4,66,60,61,80,77,76,70,86
450,윤지민,5,95,60,86,100,95,87,63,83
450,윤지민,6,90,95,84,67,100,77,71,70
451,임도윤,1,80,85,80,73,62,72,80,83
451,임도윤,2,93,94,72,73,73,94,98,79
451,임도윤,3,87,86,86,61,67,76,66,83
451,임도윤,4,71,96,81,95,70,94,71,85
451,임도윤,5,65,79,85,76,70,60,95,97
451,임도윤,6,70,76,63,92,67,89,84,61
452,김도윤,1,68,100,76,87,69,78,74,79
452,김도윤,2,64,63,79,77,61,62,83,64
452,김도윤,3,96,60,75,87,86,77,65,97
452,김도윤,4,84,67,89,76,93,68,95,98
452,김도윤,5,82,66,98,100,62,89,84,100
452,김도윤,6,63,65,91,73,83,79,92,89
453,강수아,1,87,79,81,92,97,60,67,68
453,강수아,2,97,90,79,96,96,82,90,83
453,강수아,3,85,69,76,68,89,80,71,83
453,강수아,4,66,97,85,96,85,69,67,62
453,강수아,5,93,92,93,64,93,87,96,74
453,강수아,6,77,87,67,98,73,73,65,67
454,김지우,1,100,89,78,98,82,89,82,63
454,김지우,2,71,62,64,63,96,86,99,91
454,김지우,3,91,94,64,70,80,91,84,68
454,김지우,4,76,69,60,83,66,65,80,82
454,김지우,5,89,71,69,85,90,100,72,64
454,김지우,6,65,65,73,63,67,90,94,81
455,최지민,1,83,96,91,75,92,62,68,68
455,최지민,2,65,62,74,88,85,61,68,87
455,최지민,3,84,97,100,88,73,71,85,97
455,최지민,4,63,92,73,91,76,65,74,77
455,최지민,5,76,97,99,71,87,78,97,87
455,최지민,6,91,87,87,87,75,81,91,86
456,이수아,1,73,69,82,69,76,65,80,91
456,이수아,2,100,78,85,82,99,70,94,60
456,이수아,3,79,61,87,86,97,61,83,87
456,이수아,4,80,60,80,76,100,61,80,71
456,이수아,5,80,71,72,70,77,94,61,86
456,이수아,6,80,75,63,81,74,79,77,62
457,임서연,1,64,70,71,79,98,64,94,61
457,임서연,2,65,65,67,79,82,91,71,94
457,임서연,3,72,88,81,89,62,74,83,65
457,임서연,4,72,83,89,75,65,81,75,64
457,임서연,5,68,60,95,69,72,84,89,75
457,임서연,6,79,73,99,68,82,64,83,81
458,장하은,1,76,99,93,84,69,99,100,69
458,장하은,2,67,65,80,76,60,66,97,94
458,장하은,3,90,84,94,90,99,92,77,90
458,장하은,4,87,61,70,80,62,62,62,83
458,장하은,5,69,87,94,60,72,93,99,98
458,장하은,6,92,68,76,90,87,75,86,60
459,장수아,1,73,62,65,81,82,85,96,93
459,장수아,2,90,78,63,68,77,83,63,78
459,장수아,3,99,64,85,71,92,74,80,78
459,장수아,4,81,95,92,75,74,78,97,83
459,장수아,5,84,78,74,79,69,87,81,96
459,장수아,6,68,60,61,88,96,70,99,62
460,장하은,1,62,88,88,62,85,65,61,69
460,장하은,2,79,79,68,75,88,85,87,84
460,장하은,3,61,89,88,60,83,66,89,60
460,장하은,4,85,91,74,61,66,98,97,83
460,장하은,5,82,76,91,93,77,90,87,72
460,장하은,6,78,93,74,84,74,85,68,60
461,조서준,1,73,89,75,62,63,78,100,88
461,조서준,2,85,63,93,73,64,90,95,90
461,조서준,3,92,68,63,70,69,91,63,76
461,조서준,4,87,95,95,66,79,72,70,66
461,조서준,5,67,64,94,65,77,62,96,70
461,조서준,6,64,84,96,86,87,73,82,94
462,정서준,1,88,67,64,70,69,86,78,84
462,정서준,2,72,67,65,68,96,94,84,78
462,정서준,3,86,79,67,65,72,79,74,68
462,정서준,4,96,81,83,95,82,62,96,89
462,정서준,5,61,94,78,100,66,88,87,88
462,정서준,6,69,68,60,92,83,80,72,61
463,장지민,1,99,71,68,77,100,92,82,86
463,장지민,2,74,100,88,81,87,77,68,99
463,장지민,3,100,93,77,90,62,85,99,85
463,장지민,4,66,62,90,85,61,61,76,63
463,장지민,5,81,100,74,94,70,60,88,96
463,장지민,6,95,92,98,97,84,76,78,87
464,강서준,1,86,98,86,84,91,83,89,93
464,강서준,2,84,76,89,81,61,74,86,92
464,강서준,3,79,74,62,64,61,71,70,100
464,강서준,4,63,87,67,99,69,87,73,80
464,강서준,5,90,70,74,88,90,80,82,69
464,강서준,6,86,85,83,60,99,65,83,69
465,장지민,1,77,72,65,83,100,68,93,66
465,장지민,2,95,85,63,88,88,86,67,64
465,장지민,3,94,94,95,95,63,97,89,95
465,장지민,4,89,91,88,74,86,95,64,66
465,장지민,5,92,92,98,85,100,93,79,86
465,장지민,6,82,90,92,65,72,92,93,71
466,조민준,1,83,68,75,84,78,89,97,62
466,조민준,2,87,69,77,81,63,85,70,92
466,조민준,3,74,92,92,97,92,69,94,71
466,조민준,4,69,80,69,96,93,64,72,64
466,조민준,5,91,65,100,60,74,84,86,80
466,조민준,6,94,93,71,96,87,85,88,60
467,최지우,1,61,76,81,83,100,83,95,83
467,최지우,2,98,66,88,61,60,71,72,89
467,최지우,3,80,86,74,97,94,83,63,87
467,최지우,4,61,62,82,71,62,60,77,87
467,최지우,5,98,64,64,63,81,71,65,71
467,최지우,6,65,88,60,62,73,82,99,89
468,임지민,1,74,84,80,94,90,65,83,87
468,임지민,2,65,76,62,66,90,66,98,76
468,임지민,3,80,69,64,98,82,99,90,65
468,임지민,4,90,73,90,61,72,78,92,92
468,임지민,5,84,77,66,93,84,92,61,92
468,임지민,6,71,96,90,73,71,88,88,88
469,박은서,1,67,65,70,65,97,68,82,77
469,박은서,2,64,97,100,66,94,67,65,70
469,박은서,3,76,83,64,75,73,100,73,66
469,박은서,4,84,100,72,86,61,64,74,93
469,박은서,5,82,86,66,87,74,81,68,84
469,박은서,6,85,88,87,72,60,94,82,88
470,김지민,1,92,75,63,87,90,81,75,99
470,김지민,2,85,87,78,83,98,93,69,95
470,김지민,3,78,77,73,88,92,68,89,61
470,김지민,4,86,85,72,67,96,80,93,95
470,김지민,5,82,66,72,99,71,95,77,64
470,김지민,6,91,76,68,96,71,64,76,68
471,임하은,1,78,90,94,70,73,65,84,73
471,임하은,2,91,68,96,98,92,75,74,61
471,임하은,3,84,63,60,82,96,84,76,61
471,임하은,4,73,75,86,88,90,69,78,81
471,임하은,5,70,68,84,69,60,97,75,88
471,임하은,6,81,78,75,69,90,69,97,98
472,이수아,1,67,88,98,87,67,70,67,91
472,이수아,2,97,77,75,93,67,69,67,78
472,이수아,3,76,64,65,92,65,84,60,100
472,이수아,4,93,99,62,80,67,98,75,67
472,이수아,5,87,82,62,62,92,66,65,78
472,이수아,6,93,94,94,92,75,88,92,76
473,김은서,1,97,72,75,65,87,97,90,72
473,김은서,2,82,74,61,82,87,79,100,69
473,김은서,3,67,72,68,77,66,64,64,64
473,김은서,4,67,96,99,95,63,95,70,98
473,김은서,5,63,70,98,67,71,61,84,96
473,김은서,6,69,80,71,82,98,80,97,60
474,최서연,1,82,98,92,65,80,89,89,87
474,최서연,2,68,72,64,71,94,98,78,72
474,최서연,3,65,86,78,84,76,62,95,96
474,최서연,4,96,83,78,99,88,69,85,72
474,최서연,5,97,70,85,65,73,94,64,62
474,최서연,6,100,87,73,77,98,80,69,93
475,김지민,1,97,76,72,99,71,77,73,70
475,김지민,2,65,87,83,96,93,100,88,82
475,김지민,3,65,87,67,86,83,81,67,69
475,김지민,4,95,76,79,71,86,94,87,79
475,김지민,5,61,93,77,97,65,84,77,97
475,김지민,6,83,84,66,100,72,99,77,89
476,윤민준,1,84,88,68,95,63,72,98,77
476,윤민준,2,80,99,93,64,69,100,93,76
476,윤민준,3,96,92,82,76,72,91,82,84
476,윤민준,4,68,91,68,91,74,87,99,97
476,윤민준,5,70,70,93,98,76,88,91,84
476,윤민준,6,94,73,99,76,71,72,68,79
477,정지우,1,69,62,66,62,63,97,79,60
477,정지우,2,79,60,82,65,71,83,90,66
477,정지우,3,77,85,68,90,78,93,98,98
477,정지우,4,98,86,83,63,99,70,89,97
477,정지우,5,88,74,72,67,100,92,67,85
477,정지우,6,76,60,86,63,89,94,92,95
478,윤하은,1,67,80,89,60,71,71,94,90
478,윤하은,2,99,72,98,89,79,71,68,67
478,윤하은,3,60,75,82,83,88,70,68,74
478,윤하은,4,71,97,77,68,70,79,85,99
478,윤하은,5,73,66,97,81,76,78,73,83
478,윤하은,6,83,66,66,98,94,61,90,99
